Site.Code,Site,Subsite,Subsite.Name,Ocean,Coast,Basin,First.Year.In.ZEN,Latitude,Longitude,Sampling.Time,Month,Date.Collected,Temperature.C,Salinity.ppt,Day.length.hours,Depth.Categorical,Depth.m,Perc.Silt,Perc.Sand,Perc.Gravel,GenotypicRichness,AllelicRichness,Inbreeding,NOTES,Mean.Shoots.Zmarina.per.m2,SD.Shoots.Zmarina.per.m2,SE.Shoots.Zmarina.per.m2,Std.Total.Abund.Mesograzers1,Std.Total.Abund.Molluscs1,Std.Total.Abund.Crustacean1s,Std.Total.Abund.Amphipods1,Std.Abund.Gammarids1,Std.Abund.Caprellids1,Std.Abund.Isopods1,Std.Abund.Gastropods1,Std.Abund.Polychaetes1,SE.Std.Total.Abund.Mesograzers,SE.Std.Total.Abund.Molluscs,SE.Std.Total.Abund.Crustaceans,SE.Std.Total.Abund.Amphipods,SE.Std.Abund.Gammaridss,SE.Std.Abund.Caprellids,SE.Std.Abund.Isopods,SE.Std.Abund.Gastropods,SE.Std.Abund.Polychaetes,SD.Std.Total.Abund.Mesograzers,SD.Std.Total.Abund.Molluscs,SD.Std.Total.Abund.Crustaceans,SD.Std.Total.Abund.Amphipods,SD.Std.Abund.Gammaridss,SD.Std.Abund.Caprellids,SD.Std.Abund.Isopods,SD.Std.Abund.Gastropods,SD.Std.Abund.Polychaetes,Std.Total.Biomass.Mesograzers1,Std.Total.Biomass.Molluscs1,Std.Total.Biomass.Crustacean1s,Std.Total.Biomass.Amphipods1,Std.Biomass.Gammarids1,Std.Biomass.Caprellids1,Std.Biomass.Isopods1,Std.Biomass.Gastropods1,Std.Biomass.Polychaetes1,SE.Std.Total.Biomass.Mesograzers,SE.Std.Total.Biomass.Molluscs,SE.Std.Total.Biomass.Crustaceans,SE.Std.Total.Biomass.Amphipods,SE.Std.Biomass.Gammaridss,SE.Std.Biomass.Caprellids,SE.Std.Biomass.Isopods,SE.Std.Biomass.Gastropods,SE.Std.Biomass.Polychaetes,SD.Std.Total.Biomass.Mesograzers,SD.Std.Total.Biomass.Molluscs,SD.Std.Total.Biomass.Crustaceans,SD.Std.Total.Biomass.Amphipods,SD.Std.Biomass.Gammaridss,SD.Std.Biomass.Caprellids,SD.Std.Biomass.Isopods,SD.Std.Biomass.Gastropods,SD.Std.Biomass.Polychaetes,Mean.Grazer.Richness,SE.Grazer.Richness,SD.Grazer.Richness,Total.Grazer.Richness,Mean.Site.Std.Periphyton,SD.Site.Std.Periphyton,SE.Site.Std.Periphyton,Mean.Site.Std.SessileInvertebrate,SD.Site.Std.SessileInvertebrate,SE.Site.Std.SessileInvertebrate,Mean.Site.Std.TotalEpibiota,SD.Site.Std.TotalEpibiota,SE.Site.Std.TotalEpibiota,Mean.Macroalgae.g.m2,SD.Mean.Macroalgae.g.m2,SE.Mean.Macroalgae.g.m2,Sheath.Width.cm.,Shealth.Length.cm.,Longest.Leaf.Length.cm.,SD.Sheath.Width.cm.,SD.Shealth.Length.cm.,SD.Longest.Leaf.Length.cm.,SE.Sheath.Width.cm.,SE.Shealth.Length.cm.,SE.Longest.Leaf.Length.cm.,Site.Code,Site,Below.Zmarina.g,Below.OtherSeagrass.g,Above.Zmarina.g,Above.OtherSeagrass.g,Macroalgae.g,TOTAL.Seagrass.Biomass,Total.Seagrass.Biomass.Above,Total.Seagrass.Biomass.Below,SD.Below.Zmarina.g,SD.Below.OtherSeagrass.g,SD.Mean.Above.Zmarina.g,SD.Above.OtherSeagrass.g,SD.Macroalgae.g,SD.Mean.Total.Seagrass.Biomass.Above,SD.Mean.Total.Seagrass.Biomass.Below,SE.Below.Zmarina.g,SE.Below.OtherSeagrass.g,SE.Mean.Above.Zmarina.g,SE.Above.OtherSeagrass.g,SE.Macroalgae.g,SE.Mean.Total.Seagrass.Biomass.Above,SE.Mean.Total.Seagrass.Biomass.Below,Mean.Leaf.PercN,Mean.Leaf.PercC,SD.Mean.Leaf.PercN,SD.Mean.Leaf.PercC,SE.Mean.Leaf.PercN,SE.Mean.Leaf.PercC,Mean.Pred.Amphipod,Mean.Pred.Gastropod,Mean.Pred.Isopod,Mean.Pred.Lettuce,Mean.Pred.Shrimp,Mean.Pred.Squid,Mean.Pred.Crustacean,SD.Pred.Amphipod,SD.Pred.Gastropod,SD.Pred.Isopod,SD.Pred.Lettuce,SD.Pred.Shrimp,SD.Pred.Squid,SD.Pred.Crustacean,SE.Pred.Amphipod,SE.Pred.Gastropod,SE.Pred.Isopod,SE.Pred.Lettuce,SE.Pred.Shrimp,SE.Pred.Squid,SE.Pred.Crustacean,Median.Mesograzer.Size.unw,SD.Median.Mesograzer.Size.unw,SE.Median.Mesograzer.Size.unw,Median.Mesograzer.Size.w,SD.Median.Mesograzer.Size.w,SE.Median.Mesograzer.Size.w,Median.Crustacean.Size.unw,SD.Median.Crustacean.Size.unw,SE.Median.Crustacean.Size.unw,Median.Crustacean.Size.w,SD.Median.Crustacean.Size.w,SE.Median.Crustacean.Size.w,Average.Crustacean.Size.unw,SD.Average.Crustacean.Size.unw,SE.Average.Crustacean.Size.unw,Average.Crustacean.Size.w,SD.Average.Crustacean.Size.w,SE.Average.Crustacean.Size.w,Median.Gammarid.Size.unw,SD.Median.Gammarid.Size.unw,SE.Median.Gammarid.Size.unw,Median.Gammarid.Size.w,SD.Median.Gammarid.Size.w,SE.Median.Gammarid.Size.w,Average.Gammarid.Size.unw,SD.Average.Gammarid.Size.unw,SE.Average.Gammarid.Size.unw,Average.Gammarid.Size.w,SD.Average.Gammarid.Size.w,SE.Average.Gammarid.Size.w,Median.Isopod.Size.unw,SD.Median.Isopod.Size.unw,SE.Median.Isopod.Size.unw,Median.Isopod.Size.w,SD.Median.Isopod.Size.w,SE.Median.Isopod.Size.w,Average.Isopod.Size.unw,SD.Average.Isopod.Size.unw,SE.Average.Isopod.Size.unw,Average.Isopod.Size.w,SD.Average.Isopod.Size.w,SE.Average.Isopod.Size.w,Median.Gastropod.Size.unw,SD.Median.Gastropod.Size.unw,SE.Median.Gastropod.Size.unw,Median.Gastropod.Size.w,SD.Median.Gastropod.Size.w,SE.Median.Gastropod.Size.w,Average.Gastropod.Size.unw,SD.Average.Gastropod.Size.unw,SE.Average.Gastropod.Size.unw,Average.Gastropod.Size.w,SD.Average.Gastropod.Size.w,SE.Average.Gastropod.Size.w
OR,OR.A,A,Yaquina Bay,Pacific,East.Pacific,East,2014,44.61273333,-124.0141333,1,August,8/9/2014,17,36,14.22,Intertidal,,15.465,84.33,0,0.74,4.63,-0.1219,,170.2953909,58.67058718,13.11914212,1.293258407,0.016427993,0.633187982,0.328966981,0.315211823,0.013755158,0.304221001,0.016427993,0.643642432,0.146236765,0.011850872,0.087511174,0.074429245,0.074884874,0.013755158,0.067713442,0.011850872,0.086017285,0.653990696,0.052998709,0.391361867,0.332857701,0.334895338,0.061514937,0.30282372,0.052998709,0.384680991,2.953879131,0.002497055,2.20433731,0.428017132,0.425775041,0.002242091,1.776320179,0.002497055,0.747044765,0.715689859,0.001801332,0.592574296,0.095212864,0.095558229,0.002242091,0.583219092,0.001801332,0.183877401,3.200662352,0.008055804,2.650072814,0.425804871,0.427349393,0.010026935,2.608235072,0.008055804,0.822324737,3.2,0.224780595,1.00524938,8,0.713800473,0.18917501,0.045881679,0,0,0,0.713800473,0.18917501,0.045881679,3.193157895,3.417135013,0.783944537,0.866,43.941,117.72,0.086353009,6.324224021,16.56898561,0.01930912,1.414139482,3.704937815,OR,OR.A,79.35,0,286.8,0,0,366.15,286.8,79.35,48.76341921,0,142.8140491,0,0,142.8140491,48.76341921,10.90383202,0,31.9341922,0,0,31.9341922,10.90383202,2.879417765,35.13789263,0.266752197,0.266752197,0.059647605,0.334341284,0.9,0.125,0.3,0,NA,0.736842105,0.6,0.307793506,0.341565026,0.470162346,0,NA,0.452413928,0.307793506,0.06882472,0.085391256,0.105131497,0,NA,0.103790873,0.06882472,2.17,0.468030588,0.104654821,2.05,0.923665467,0.206537877,2.642105263,0.903890228,0.20736664,2.689473684,1.211470519,0.277930398,2.821578947,0.857138772,0.19664112,2.796825397,1.043119297,0.239307979,2.394117647,1.082514774,0.262548397,2.252941176,1.095512236,0.265700745,2.460784314,1.061395524,0.257426227,2.354307784,1.073406256,0.260339257,3.36875,1.248315532,0.312078883,3.5,1.404279175,0.351069794,3.388541667,1.249692092,0.312423023,3.454166667,1.281903966,0.320475991,1,0,0,1,0,0,1,0,0,1,0,0
OR,OR.B,B,Coos Bay,Pacific,East.Pacific,East,2014,43.34625,-124.3182833,1,August,8/9/2004,16,33,14.22,Intertidal,,NA,NA,NA,0.68,4.16,-0.0507,,216.4502165,59.86278917,13.38572659,6.731508301,4.801741303,1.438807731,0.276123453,0.247753721,0.028369732,1.162684278,4.801741303,0.490959268,0.570196116,0.442559816,0.22620656,0.079811258,0.074111235,0.025280842,0.172212648,0.442559816,0.068058278,2.549994552,1.979187663,1.011626489,0.356926798,0.33143552,0.113059363,0.770158377,1.979187663,0.304365873,8.33116171,2.720943185,4.922076322,0.189259549,0.183681999,0.005577549,4.732816774,2.720943185,0.688142203,0.817082373,0.409007595,0.663628825,0.080503424,0.080078505,0.005068165,0.662175588,0.409007595,0.148941388,3.65410346,1.82913757,2.967838328,0.360022256,0.35812196,0.022665524,2.961339256,1.82913757,0.666086135,4.7,0.341051007,1.525226472,11,0.01838567,0.009495232,0.002123198,0,0,0,0.01838567,0.009495232,0.002123198,63.121,29.79939913,6.663348214,0.816909722,29.22165278,106.328,0.051952455,3.176295761,14.15044653,0.011616922,0.710241324,3.164136035,OR,OR.B,162.15,0,315.725,0,0,477.875,315.725,162.15,69.95996976,0,115.833646,0,0,115.833646,69.95996976,15.64352481,0,25.90119066,0,0,25.90119066,15.64352481,2.493228829,36.00939617,0.224329375,0.224329375,0.050161573,0.13130646,0.944444444,0,0.052631579,0.25,NA,0.555555556,0.473684211,0.23570226,0,0.229415734,0.444261658,NA,0.511309993,0.20232566,0.055555556,0,0.052631579,0.099339927,NA,0.120516921,0.04641669,2.245,0.225890052,0.050510551,1.21,0.199736669,0.044662477,2.56,0.61336003,0.137151472,2.4,1.269479794,0.283864312,2.883666667,0.424966321,0.095025358,2.692923311,0.765027012,0.17106524,1.681818182,0.607977272,0.183312045,1.636363636,0.571441558,0.172296113,1.738787879,0.661626401,0.199487866,1.673636364,0.600126754,0.180945025,2.65,0.654940737,0.146449201,2.505,1.233085561,0.275726314,2.956166667,0.43299214,0.096819986,2.833933301,0.725614638,0.162252366,1.615,0.285205374,0.06377386,1.11,0.177408242,0.039669689,1.862333333,0.53249177,0.11906878,1.329026608,0.142910044,0.031955657
PO,PO.A,A,Culatatra,Atlantic,East.Atlantic,East,2014,36.997057,-7.82849,1,July,7/2/2014,20.53,36,14.65,Intertidal,,NA,NA,NA,0.42,3.68,0.0489,,251.4642221,86.95817703,19.4444395,0.919599622,0.87610382,0.043495802,0.023199123,0.019887261,0.003311861,0.00873343,0.873471775,0,0.124207208,0.121663402,0.01104545,0.007990272,0.007839758,0.001837061,0.003414655,0.121681646,0,0.55547152,0.544095273,0.049396754,0.035733584,0.035060464,0.008215586,0.0152708,0.544176865,0,3.697476443,3.672052507,0.025423937,0.010257966,0.009395229,0.000862738,0.01516597,3.624747187,0,0.586067535,0.58503375,0.007919612,0.003990952,0.00397664,0.000290198,0.00673156,0.573404511,0,2.620973697,2.616350467,0.035417581,0.017848078,0.017784076,0.001297806,0.030104451,2.564342928,0,3.7,0.423643346,1.894590638,15,0.047862953,0.011091021,0.002480028,0,0,0,0.047862953,0.011091021,0.002480028,51.22581,38.2044476,8.542774188,0.746,8.545,34.439,0.080811672,0.811311479,3.050746069,0.018070039,0.181414762,0.682167559,PO,PO.A,292.6315789,2.263157895,103.0526316,0.789473684,0,397.9473684,103.8421053,294.8947368,143.837953,9.864876556,50.25542943,3.441236008,0,51.58193392,144.1156537,32.99868955,2.263157895,11.52938622,0.789473684,0,11.83370722,33.06239845,1.286911014,32.91618414,0.248522195,0.248522195,0.055571252,0.204854892,0.85,0.05,NA,0.1,NA,1,0.85,0.366347549,0.223606798,NA,0.307793506,NA,0,0.366347549,0.081917802,0.05,NA,0.06882472,NA,0,0.081917802,2.442105263,0.380519805,0.08729723,2.852631579,0.889049693,0.203961988,1.963636364,0.62493636,0.188425402,1.936363636,0.657681879,0.198298548,1.987878788,0.605946959,0.182699882,1.963203463,0.620774481,0.187170549,1.45,0.258843582,0.10567245,1.416666667,0.392003401,0.160034718,1.461111111,0.257696347,0.105204093,1.444444444,0.284149152,0.116003406,2.416666667,0.421505239,0.172078793,2.416666667,0.421505239,0.172078793,2.416666667,0.421505239,0.172078793,2.416666667,0.421505239,0.172078793,2.557894737,0.4086778,0.093757117,2.989473684,0.857577166,0.196741695,2.774210526,0.506052066,0.116096306,2.996905488,0.329537344,0.075601052
PO,PO.B,B,Marim,Atlantic,East.Atlantic,East,2014,37.027333,-7.810105,1,June,6/27/2014,20.57,36,14.65,Intertidal,,NA,NA,NA,0.37,2.1,-0.4525,,346.9569646,123.4535047,27.60504285,0.659557359,0.641727857,0.017829502,0.017829502,0.017829502,0,0,0.641727857,0,0.141128656,0.141231884,0.012272707,0.012272707,0.012272707,0,0,0.141231884,0,0.631146539,0.631608188,0.054885213,0.054885213,0.054885213,0,0,0.631608188,0,7.542838212,7.53587678,0.006961432,0.006961432,0.006961432,0,0,7.53587678,0,2.038803312,2.037421634,0.004812501,0.004812501,0.004812501,0,0,2.037421634,0,9.117805597,9.111626547,0.021522161,0.021522161,0.021522161,0,0,9.111626547,0,1.25,0.17584383,0.786397516,4,0.048884558,0.021590725,0.004827833,0,0,0,0.048884558,0.021590725,0.004827833,23.20143,23.06857284,5.158289702,0.61625,6.681,27.6455,0.062341905,0.84413082,2.752077636,0.013940074,0.18875339,0.615383267,PO,PO.B,132.5555556,77.16666667,65.05555556,29.50722222,0,274.7777778,94.56277778,209.7222222,59.05054886,55.13752859,39.59273882,30.61084925,0,44.30884891,82.96973619,13.91834784,12.99604012,9.332098035,7.215046361,0,10.44369584,19.55615437,2.01355902,31.59210768,0.243048585,0.243048585,0.054347316,0.288718864,1,0,NA,0,NA,1,1,0,0,NA,0,NA,0,0,0,0,NA,0,NA,0,0,4.052941176,1.849025976,0.448454671,4.182352941,1.685317216,0.408749464,1.4,0,0,1.4,0,0,1.4,0,0,1.4,0,0,1.4,0,0,1.4,0,0,1.4,0,0,1.4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.129411765,1.816165158,0.440484752,4.376470588,1.835595752,0.445197363,4.184313725,1.78625608,0.433230735,4.327908497,1.674237061,0.406062132
QU,QU.A,A,Pointe-Lebel,Atlantic,West.Atlantic,West,2014,49.11237,-68.17593,1,June,6/12/2014,15.47,16,16.183,Intertidal,NA,30.56,68.12,0,1,2.63,0.1617,,558.6325439,152.297221,34.0546939,17.44208162,13.10393061,4.338151008,2.514721427,2.514721427,0,1.823429581,13.10393061,0,2.956877123,2.310858927,1.255044416,0.720833943,0.720833943,0,0.729795051,2.310858927,0,13.2235565,10.3344753,5.61272926,3.223667395,3.223667395,0,3.263742688,10.3344753,0,32.14919527,23.43354341,8.715651855,8.042860095,8.042860095,0,0.672791759,23.43354341,0,6.086887979,3.700740662,4.731073786,4.717911598,4.717911598,0,0.262563207,3.700740662,0,27.22139058,16.55021537,21.15800518,21.09914209,21.09914209,0,1.174218358,16.55021537,0,2.75,0.239242225,1.069923755,6,0.077650192,0.062656077,0.014010325,0,0,0,0.077650192,0.062656077,0.014010325,0,0,0,0.357375,8.4425,33.017,0.033260089,1.459285604,6.266072471,0.007437182,0.326306181,1.4011364,QU,QU.A,221.675,0,66.75,0,0,288.425,66.75,221.675,77.40482696,0,17.0127661,0,0,17.0127661,77.40482696,17.30824549,0,3.804170149,0,0,3.804170149,17.30824549,3.049589658,42.03823528,0.349999211,0.349999211,0.078262203,0.647540773,0.3,0,NA,0,NA,0.8,0.3,0.470162346,0,NA,0,NA,0.410391341,0.470162346,0.105131497,0,NA,0,NA,0.091766294,0.105131497,2.07,0.33102711,0.074019912,2.09,0.511859356,0.114455231,1.658823529,0.597974522,0.145030125,1.882352941,1.155549271,0.280261865,1.844117647,0.691840871,0.167796058,1.827366947,0.82229113,0.199434893,2.02,0.912766595,0.235675321,2.22,1.33641311,0.345060381,2.126666667,0.889729761,0.229727236,2.137238095,1.015039805,0.262082151,1.357142857,0.303097562,0.081006231,1.35,0.284875141,0.076136084,1.361904762,0.304343807,0.081339304,1.354761905,0.293405336,0.078415874,2.145,0.283725219,0.063442888,2.27,0.431765043,0.096545599,2.248,0.320707186,0.071712307,2.265622652,0.267324962,0.059775679
QU,QU.B,B,Baie-St-Ludger,Atlantic,West.Atlantic,West,2014,49.08696,-68.32041,1,June,6/13/2014,15.37,21,16.2,Intertidal,NA,25.665,73.435,0,1,3.89,0.3312,,622.2943723,206.1521407,46.09702003,6.962459559,6.772754785,0.183644168,0.051389673,0.051389673,0,0.132254495,6.772754785,0.006060606,0.678991045,0.6645313,0.041284462,0.021134205,0.021134205,0,0.02870076,0.6645313,0.006060606,3.036540266,2.971874322,0.184629726,0.094515039,0.094515039,0,0.128353702,2.971874322,0.027103854,6.748264298,6.043184061,0.705080238,0.0911367,0.0911367,0,0.613943538,6.043184061,0,0.797000857,0.669087352,0.218685631,0.060171332,0.060171332,0,0.204578224,0.669087352,0,3.564296187,2.992249604,0.977991872,0.269094379,0.269094379,0,0.914901632,2.992249604,0,2.2,0.2,0.894427191,6,0.029236232,0.007596026,0.001698523,0,0,0,0.029236232,0.007596026,0.001698523,0,0,0,0.35975,9.26275,38.99075,0.030455965,1.719070645,6.251796852,0.006810161,0.384395882,1.397944274,QU,QU.B,437.4,0,137.85,0,0,575.25,137.85,437.4,105.8198071,0,47.3358938,0,0,47.3358938,105.8198071,23.66202821,0,10.58462763,0,0,10.58462763,23.66202821,2.960519107,41.66013362,0.341767356,0.341767356,0.088243952,0.624433498,0.2,0.1,NA,0.05,NA,0.65,0.2,0.410391341,0.307793506,NA,0.223606798,NA,0.489360485,0.410391341,0.091766294,0.06882472,NA,0.05,NA,0.109424331,0.091766294,1.89,0.226878126,0.050731491,1.55,0.248151058,0.055488263,3.18,1.30285401,0.336395459,3.22,1.319198891,0.340615689,3.157777778,1.290654237,0.333245491,3.152,1.290399717,0.333179774,2.5,1.700588134,0.694262198,2.5,1.700588134,0.694262198,2.5,1.700588134,0.694262198,2.5,1.700588134,0.694262198,3.428571429,1.16844971,0.312281321,3.371428571,1.114539278,0.297873152,3.428571429,1.16844971,0.312281321,3.40952381,1.146337801,0.306371664,1.745,0.109904265,0.024575341,1.52,0.246234805,0.055059776,1.866,0.161192921,0.036043833,1.705368896,0.111677612,0.024971873
RU,RU.A,A,Seldianaya,Atlantic,East.Atlantic,East,2014,66.40611111,33.72305556,1,August,8/3/2014,23,14,18.54,Intertidal,0.3,NA,NA,NA,1,5.75,-0.071,,924.688057,216.7444278,48.46552743,54.01463785,54.01463785,0,0,0,0,0,54.01463785,0,4.586236982,4.586236982,0,0,0,0,0,4.586236982,0,18.34494793,18.34494793,0,0,0,0,0,18.34494793,0,8.210224954,8.210224954,0,0,0,0,0,8.210224954,0,0.697108021,0.697108021,0,0,0,0,0,0.697108021,0,2.788432085,2.788432085,0,0,0,0,0,2.788432085,0,1.95,0.05,0.223606798,2,0.012137008,0.006115016,0.001402881,0,0,0,0.012137008,0.006115016,0.001402881,56.2675,16.759842,3.747614601,0.290825,4.209,41.328,0.032727453,1.806170418,16.78762125,0.007318081,0.403871983,3.75382623,RU,RU.A,505.75,0,160.1,0,0,665.85,160.1,505.75,184.3406815,0,42.13124856,0,0,42.13124856,184.3406815,41.21982948,0,9.420833576,0,0,9.420833576,41.21982948,1.70683206,37.49647832,0.30892693,0.30892693,0.069078162,2.10290872,0.25,0,NA,0,NA,1,0.25,0.444261658,0,NA,0,NA,0,0.444261658,0.099339927,0,NA,0,NA,0,0.099339927,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,0,1,0,0,1,0,0
RU,RU.B,B,Nicolskaya,Atlantic,East.Atlantic,East,2014,66.28583333,34.0025,1,August,8/10/2014,15,10,17.54,Intertidal,0.1,NA,NA,NA,0.47,3.17,-0.2235,,693.9139292,274.7142711,61.42797847,84.06407353,84.05194349,0,0,0,0,0,84.05194349,0.012130034,10.89553849,10.89342902,0,0,0,0,0,10.89342902,0.012130034,46.22585493,46.21690517,0,0,0,0,0,46.21690517,0.051463376,12.7777877,12.77589541,0,0,0,0,0,12.77589541,0.001892285,1.656130316,1.65580121,0,0,0,0,0,1.65580121,0.001892285,7.026365862,7.024969585,0,0,0,0,0,7.024969585,0.008028287,1.9,0.123544154,0.552506251,3,0.00554072,0.004960159,0.001109125,0,0,0,0.00554072,0.004960159,0.001109125,35.958,16.08443399,3.596588779,0.19985,2.507416667,28.744,0.018656239,0.497342198,4.631096721,0.004171662,0.111209096,1.035544708,RU,RU.B,139.4736842,0,55.10526316,0,0,184.85,52.35,132.5,86.9729322,0,35.0636639,0,0,36.28472928,90.21538555,19.95295907,0,8.044156187,0,0,8.113512122,20.17277347,1.783522549,38.35659523,0.326051752,0.326051752,0.074801402,0.301186062,0.315789474,0,NA,0,NA,1,0.315789474,0.477566933,0,NA,0,NA,0,0.477566933,0.109561368,0,NA,0,NA,0,0.109561368,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,0,1,0,0,1,0,0
SD,SD.A,A,Shelter Island,Pacific,East.Pacific,East,2011,32.713756,-117.225474,1,May,5/28/2014,19.44,35,14.12,Shallow.Subtidal,1.8288,10.805,89.19,0,0.68,5.8,-0.0543,,356.5062389,141.0727488,31.54482562,30.24086267,8.155060236,22.08580243,6.683566844,6.556706187,0.126860657,0.024502341,8.155060236,0,2.933633582,0.783379386,2.697992577,0.776246375,0.750325439,0.047299653,0.013468815,0.783379386,0,13.11960822,3.50337912,12.06578961,3.471479325,3.355557375,0.211530477,0.060234372,3.50337912,0,24.29025392,20.25258696,4.037666963,1.615934222,1.586599698,0.029334523,0.003503835,20.25258696,0,3.543769447,3.289132055,0.545111032,0.205660936,0.198657487,0.013973753,0.001926041,3.289132055,0,15.84821876,14.70944572,2.437810646,0.919743665,0.888423291,0.062492521,0.008613515,14.70944572,0,14.3,0.580834246,2.597569714,27,1.071013164,0.39272626,0.087816261,0,0,0,1.071013164,0.39272626,0.087816261,0,0,0,0.386,12.005,65.178,0.036620385,5.054215021,14.61369639,0.008188567,1.130156836,3.267721852,SD,SD.A,303.575,0,353.225,0,0,656.8,353.225,303.575,84.32304346,0,77.94388585,0,0,77.94388585,84.32304346,18.85520572,0,17.42878272,0,0,17.42878272,18.85520572,1.334179008,31.78728313,0.111334566,0.111334566,0.024895166,0.25566545,0.894736842,0.055555556,NA,0.578947368,0.944444444,0.85,0.894736842,0.315301768,0.23570226,NA,0.507257274,0.23570226,0.366347549,0.26765169,0.072335186,0.055555556,NA,0.1163728,0.055555556,0.081917802,0.061403509,2,0,0,1.19,0.271254396,0.060654327,1.85,0.153896753,0.03441236,1.04,0.123117402,0.027529888,2.08,0.195744194,0.043769732,1.214125879,0.122785413,0.027455653,1.405,0.19594575,0.043814802,1.02,0.089442719,0.02,1.49,0.27974508,0.062552902,1.139567995,0.117514455,0.026277031,1,0,0,1,0,0,1,0,0,1,0,0,1.985,0.067082039,0.015,2.47,0.64977729,0.145294619,2.233,0.031304952,0.007,2.361097082,0.392219493,0.087702945
SD,SD.B,B,Coronado ,Pacific,East.Pacific,East,2014,32.700762,-117.172885,1,June,6/4/2014,21.11,35,14.2173,Shallow.Subtidal,0.3048,7.525,92.36,0,0.89,4.09,0.0008,,1059.969442,254.4587712,56.89871098,24.07547789,0.494949025,23.58052887,20.33798202,18.91621788,1.421764137,0.180058099,0.494949025,0,2.732773406,0.059652679,2.705431618,2.088719425,2.013783632,0.273457831,0.029844201,0.059652679,0,12.22133421,0.266774889,12.09905801,9.341037239,9.005914188,1.222940599,0.133467326,0.266774889,0,8.201818109,1.316889868,6.884928241,5.985417568,5.251972572,0.733444996,0.366483778,1.316889868,0,0.953500916,0.220567114,0.821342609,0.719919835,0.673363489,0.15336112,0.0936967,0.220567114,0,4.264185729,0.986406121,3.673155813,3.219579379,3.01137307,0.68585178,0.41902438,0.986406121,0,14.9,0.51247593,2.291862033,30,0.145624436,0.034130765,0.007631871,0,0,0,0.145624436,0.034130765,0.007631871,0,0,0,0.295,5.327,32.392,0.03363895,1.012100994,5.36218887,0.007521898,0.226312662,1.199021882,SD,SD.B,1122.425,0,242.525,0,0,1364.95,242.525,1122.425,536.4908464,0,62.56985044,0,0,62.56985044,536.4908464,119.9630002,0,13.99104389,0,0,13.99104389,119.9630002,1.878844338,36.39699459,0.211363127,0.211363127,0.051263088,0.263329121,0.95,NA,0.588235294,0.266666667,1,0.9,0.866666667,0.223606798,NA,0.507299656,0.457737708,0,0.307793506,0.167541563,0.05,NA,0.123038239,0.118187368,0,0.06882472,0.037463432,2.02,0.089442719,0.02,1.02,0.089442719,0.02,2.005,0.114593102,0.025623797,1.02,0.089442719,0.02,2.2435,0.057790456,0.012922339,1.25496665,0.067389307,0.015068707,1.74,0.237087592,0.053014397,1.02,0.089442719,0.02,1.969,0.309175663,0.06913378,1.148004889,0.085635209,0.019148615,2.229411765,1.07805653,0.261467114,2.141176471,1.086887082,0.263608838,2.245098039,1.077738191,0.261389906,2.216666667,1.073674894,0.260404411,2.385,0.641769757,0.14350408,2.505,0.872066511,0.195,2.443166667,0.612768118,0.137019117,2.488388889,0.68683026,0.153579915
